video,frame,root_x,root_y,body_x,body_y,tip_x,tip_y
speaker00044_F_s1_stn00143,51,35.255053202311196,57.14177576700846,56.01351801554362,40.773807525634766,74.15595245361328,50.31698417663574
speaker00044_F_s1_stn00143,52,35.24690628051758,57.13796869913737,56.01299158732096,40.766981760660805,74.15880966186523,50.33471870422363
speaker00044_F_s1_stn00143,53,35.24752934773763,57.1313845316569,56.01569493611654,40.765472412109375,74.15740585327148,50.34366798400879
speaker00044_F_s1_stn00143,54,35.246480305989586,57.130602518717446,56.01508712768555,40.76781336466471,74.15672302246094,50.34457969665527
speaker00044_F_s1_stn00143,55,35.393964767456055,56.13769404093424,55.761208852132164,40.47303263346354,73.67462539672852,49.93100357055664
speaker00044_F_s1_stn00143,56,35.39256159464518,56.14456431070963,55.76297124226888,40.48018264770508,73.67691040039062,49.93624305725098
speaker00044_F_s1_stn00143,57,37.18966738382975,53.03967539469401,56.928592681884766,40.19928105672201,73.09930038452148,49.302146911621094
speaker00044_F_s1_stn00143,58,37.186129887898765,53.02126948038737,56.927040100097656,40.19473775227865,73.09427642822266,49.30380058288574
speaker00044_F_s1_stn00143,59,37.11933581034342,52.972058614095054,56.828417460123696,40.15496826171875,72.98174667358398,49.19248390197754
speaker00044_F_s1_stn00143,60,37.17005856831869,52.985296885172524,56.89914194742838,40.1536610921224,73.05289077758789,49.257080078125
speaker00044_F_s1_stn00143,61,37.48550542195638,56.7996571858724,56.17679214477539,44.18571090698242,71.53162384033203,53.21410369873047
speaker00044_F_s1_stn00143,62,37.52505366007487,56.88299051920573,56.203993479410805,44.28555806477865,71.52653884887695,53.36277961730957
speaker00044_F_s1_stn00143,63,37.47638066609701,56.760241190592446,56.140429178873696,44.22941462198893,71.42448425292969,53.26874351501465
speaker00044_F_s1_stn00143,64,37.49234390258789,56.892870585123696,56.155799865722656,44.3277956644694,71.4596939086914,53.369951248168945
speaker00044_F_s1_stn00143,65,43.448079427083336,51.28332010904948,60.97739283243815,40.47548039754232,75.6489028930664,46.20153999328613
speaker00044_F_s1_stn00143,66,43.51094055175781,51.22603098551432,61.04472223917643,40.447102864583336,75.68582153320312,46.23598670959473
speaker00044_F_s1_stn00143,67,41.61173756917318,50.833300272623696,59.51237360636393,37.84687423706055,75.08833312988281,44.0933895111084
speaker00044_F_s1_stn00143,68,41.60361989339193,50.82573954264323,59.53639475504557,37.88222885131836,75.10955810546875,44.1866512298584
speaker00044_F_s1_stn00143,69,41.59058507283529,50.84689076741537,59.53883488972982,37.89970906575521,75.1238021850586,44.22235298156738
speaker00044_F_s1_stn00143,70,41.58047739664713,50.877156575520836,59.51527659098307,37.88925043741862,75.11259078979492,44.17072677612305
speaker00044_F_s1_stn00143,71,39.71031697591146,52.99851099650065,58.20411173502604,39.761383056640625,74.4439926147461,46.12379455566406
speaker00044_F_s1_stn00143,72,39.70856730143229,53.15954081217448,58.20259348551432,39.79982884724935,74.48559951782227,46.147613525390625
speaker00044_F_s1_stn00143,73,39.67298380533854,53.174540201822914,58.16340001424154,39.79702504475912,74.45528411865234,46.13203430175781
speaker00044_F_s1_stn00143,74,39.6739616394043,53.16992696126302,58.16979090372721,39.79476674397787,74.4635124206543,46.14382553100586
speaker00044_F_s1_stn00143,75,41.942230224609375,60.35531234741211,59.6337521870931,49.00134531656901,75.3989143371582,53.39461708068848
speaker00044_F_s1_stn00143,76,41.930093129475914,60.277383168538414,59.62955856323242,49.02063115437826,75.36898803710938,53.47239303588867
speaker00044_F_s1_stn00143,77,43.81159210205078,56.15496699015299,61.311848958333336,44.622928619384766,76.24954986572266,50.527896881103516
speaker00044_F_s1_stn00143,78,43.820072174072266,56.14421590169271,61.32159550984701,44.6258290608724,76.261962890625,50.5157356262207
speaker00044_F_s1_stn00143,79,43.8437245686849,56.17013041178385,61.326489766438804,44.66907628377279,76.25016403198242,50.53389930725098
speaker00044_F_s1_stn00143,80,43.800314585367836,56.23462168375651,61.303016662597656,44.67537943522135,76.26197052001953,50.54507064819336
speaker00044_F_s1_stn00143,81,38.82936223347982,53.09395853678385,57.78728993733724,40.45580037434896,73.59347152709961,49.23460388183594
speaker00044_F_s1_stn00143,82,38.82936223347982,53.09395853678385,57.78728993733724,40.45580037434896,73.59347152709961,49.23460388183594
speaker00044_F_s1_stn00143,83,38.81458028157552,53.10807418823242,57.7732785542806,40.46246210734049,73.5865592956543,49.22870063781738
speaker00044_F_s1_stn00143,84,38.882222493489586,53.0072390238444,57.83662668863932,40.40979894002279,73.61306762695312,49.197378158569336
speaker00044_F_s1_stn00143,85,38.889689127604164,53.06556955973307,57.845603942871094,40.377028147379555,73.64942169189453,49.159149169921875
speaker00044_F_s1_stn00143,86,38.889336903889976,53.04168955485026,57.85101826985677,40.38386662801107,73.65256118774414,49.16431427001953
speaker00044_F_s1_stn00143,87,37.109911600748696,54.01553726196289,56.34797668457031,41.66252772013346,72.44677734375,50.68570518493652
speaker00044_F_s1_stn00143,88,37.09713236490885,54.037984212239586,56.33756764729818,41.66793314615885,72.44209289550781,50.694814682006836
speaker00044_F_s1_stn00143,89,37.1031608581543,54.02686564127604,56.34259923299154,41.66541544596354,72.44438934326172,50.69050216674805
speaker00044_F_s1_stn00143,90,37.109911600748696,54.01553726196289,56.34797668457031,41.66252772013346,72.44677734375,50.68570518493652
speaker00044_F_s1_stn00143,91,32.16293144226074,58.22784550984701,51.99070358276367,42.810264587402344,70.16182327270508,49.788814544677734
speaker00044_F_s1_stn00143,92,32.16465377807617,58.2493527730306,52.002628326416016,42.819382985432945,70.18371200561523,49.805843353271484
speaker00044_F_s1_stn00143,93,32.16465377807617,58.2493527730306,52.002628326416016,42.819382985432945,70.18371200561523,49.805843353271484
speaker00044_F_s1_stn00143,94,32.16595204671224,58.252569834391274,52.003710428873696,42.82081985473633,70.18487548828125,49.80592727661133
speaker00044_F_s1_stn00143,95,32.67591349283854,59.70123036702474,52.63056437174479,44.42944590250651,71.2450065612793,51.27414131164551
speaker00044_F_s1_stn00143,96,32.69945398966471,59.746150970458984,52.67265701293945,44.42780049641927,71.30211639404297,51.3277473449707
speaker00044_F_s1_stn00143,97,33.38586616516113,60.5174674987793,53.49346923828125,43.85242589314779,72.26962661743164,51.54921531677246
speaker00044_F_s1_stn00143,98,33.39480209350586,60.516587575276695,53.53999582926432,43.87913386027018,72.32342910766602,51.64991760253906
speaker00044_F_s1_stn00143,99,33.124266942342125,60.279867808024086,53.40264765421549,43.6566530863444,72.19069290161133,51.76135444641113
speaker00044_F_s1_stn00143,100,33.13613828023275,60.304192860921226,53.41770807902018,43.65874099731445,72.21890258789062,51.76021957397461
speaker00044_F_s1_stn00143,101,33.13613828023275,60.304192860921226,53.41770807902018,43.65874099731445,72.21890258789062,51.76021957397461
speaker00044_F_s1_stn00143,102,33.13931147257487,60.308311462402344,53.420029958089195,43.65924580891927,72.2214241027832,51.76249885559082
speaker00044_F_s1_stn00143,103,33.13739458719889,60.30493036905924,53.41956075032552,43.66168340047201,72.22002029418945,51.765682220458984
speaker00044_F_s1_stn00143,104,33.12733014424642,60.28706487019857,53.41514587402344,43.6566530863444,72.2179946899414,51.76921272277832
speaker00044_F_s1_stn00143,105,34.08903566996256,59.6739133199056,55.02871322631836,43.312277475992836,73.7756233215332,53.19845771789551
speaker00044_F_s1_stn00143,106,34.0836124420166,59.66888936360677,55.02438100179037,43.319594065348305,73.76903533935547,53.209360122680664
speaker00044_F_s1_stn00143,107,34.16702016194662,59.69434102376302,55.109039306640625,43.25390116373698,73.86800003051758,53.12833023071289
speaker00044_F_s1_stn00143,108,34.17316182454427,59.67785898844401,55.13198471069336,43.26031366984049,73.8946647644043,53.15719795227051
speaker00044_F_s1_stn00143,109,34.62855784098307,59.34699503580729,55.5422477722168,41.3055165608724,74.2682991027832,51.60970497131348
speaker00044_F_s1_stn00143,110,34.632111231486,59.3217404683431,55.55214055379232,41.31224568684896,74.2754898071289,51.61264419555664
speaker00044_F_s1_stn00143,111,34.68241437276205,59.15830739339193,55.62593460083008,41.32175954182943,74.29863739013672,51.614728927612305
speaker00044_F_s1_stn00143,112,34.67491594950358,59.136297861735024,55.62554041544596,41.32312138875326,74.29315948486328,51.6326961517334
speaker00044_F_s1_stn00143,113,33.80788612365723,60.073038736979164,54.821736653645836,43.014835357666016,73.45143127441406,52.907962799072266
speaker00044_F_s1_stn00143,114,33.81281280517578,60.08316294352213,54.826157887776695,43.01688003540039,73.45480728149414,52.90652656555176
speaker00044_F_s1_stn00143,115,33.812310536702476,60.07845560709635,54.826613108317055,43.01641337076823,73.45221328735352,52.908246994018555
speaker00044_F_s1_stn00143,116,33.80270576477051,60.085348765055336,54.81254577636719,43.02161407470703,73.43938446044922,52.90873718261719
speaker00044_F_s1_stn00143,117,33.39936383565267,60.628098805745445,54.55780029296875,43.25551223754883,73.30748748779297,53.31076431274414
speaker00044_F_s1_stn00143,118,33.38810157775879,60.618263244628906,54.554848988850914,43.26265207926432,73.30087280273438,53.32778549194336
speaker00044_F_s1_stn00143,119,33.382686614990234,60.620201110839844,54.54570388793945,43.26014709472656,73.28943252563477,53.32388496398926
speaker00044_F_s1_stn00143,120,33.39828364054362,60.627801259358726,54.55863825480143,43.266989390055336,73.30195999145508,53.331674575805664
speaker00044_F_s1_stn00143,121,34.97753715515137,61.588372548421226,56.03241984049479,43.50607681274414,74.57817077636719,54.248939514160156
speaker00044_F_s1_stn00143,122,34.97814114888509,61.55919901529948,56.048605600992836,43.501443227132164,74.58378219604492,54.268646240234375
speaker00044_F_s1_stn00143,123,35.27183532714844,62.26266733805338,56.3334108988444,45.12951405843099,75.02508163452148,54.066246032714844
speaker00044_F_s1_stn00143,124,35.28428077697754,62.261468251546226,56.35482533772787,45.126163482666016,75.0479507446289,54.077049255371094
speaker00044_F_s1_stn00143,125,35.28700383504232,62.2701161702474,56.359222412109375,45.123783111572266,75.05283737182617,54.08576774597168
speaker00044_F_s1_stn00143,126,35.27977752685547,62.25511042277018,56.35455830891927,45.13665771484375,75.04149627685547,54.11220359802246
speaker00044_F_s1_stn00143,127,35.22953542073568,62.76821645100912,56.039293924967446,45.262569427490234,74.85400772094727,53.89915466308594
speaker00044_F_s1_stn00143,128,35.233933766682945,62.73884836832682,56.055992126464844,45.27211380004883,74.87210464477539,53.892826080322266
speaker00044_F_s1_stn00143,129,35.23444493611654,62.74130121866862,56.05890019734701,45.265769958496094,74.87574005126953,53.89182472229004
speaker00044_F_s1_stn00143,130,35.234896977742515,62.73445383707682,56.060526529947914,45.26405334472656,74.87688446044922,53.89313316345215
speaker00044_F_s1_stn00143,131,35.26009750366211,63.13525136311849,55.3829091389974,46.24980163574219,73.99329376220703,54.416147232055664
speaker00044_F_s1_stn00143,132,35.268731435139976,63.15810775756836,55.40834299723307,46.237220764160156,74.03845977783203,54.436317443847656
speaker00044_F_s1_stn00143,133,35.06975110371908,62.9398562113444,55.33656565348307,46.00906753540039,73.88615417480469,54.5318660736084
speaker00044_F_s1_stn00143,134,35.05072339375814,62.92504374186198,55.33190027872721,46.009657541910805,73.89349365234375,54.544158935546875
speaker00044_F_s1_stn00143,135,35.026658376057945,62.94313303629557,55.37103017171224,45.99287033081055,73.94884872436523,54.83522415161133
speaker00044_F_s1_stn00143,136,35.04514122009277,62.98623530069987,55.37936782836914,45.98969650268555,73.96260452270508,54.8270378112793
speaker00044_F_s1_stn00143,137,34.984036127726235,63.07357660929362,55.497336069742836,45.82735824584961,74.40058898925781,54.62006378173828
speaker00044_F_s1_stn00143,138,34.9828904469808,63.07181930541992,55.49622344970703,45.82910410563151,74.39866256713867,54.62228012084961
speaker00044_F_s1_stn00143,139,34.9881280263265,63.07268397013346,55.496253967285156,45.831793467203774,74.39506149291992,54.616355895996094
speaker00044_F_s1_stn00143,140,34.99537658691406,63.083109537760414,55.50890096028646,45.83883412679037,74.41631698608398,54.61077308654785
speaker00044_F_s1_stn00143,141,35.54130427042643,62.66333897908529,56.30678049723307,45.458754221598305,75.35989379882812,54.085079193115234
speaker00044_F_s1_stn00143,142,35.53930409749349,62.659741719563804,56.305947621663414,45.455926259358726,75.35862350463867,54.078908920288086
speaker00044_F_s1_stn00143,143,35.53643290201823,62.65805689493815,56.3047243754069,45.45150375366211,75.3592300415039,54.07261848449707
speaker00044_F_s1_stn00143,144,35.54211743672689,62.6727040608724,56.31018575032552,45.454291025797524,75.36648178100586,54.08319282531738
speaker00044_F_s1_stn00143,145,35.54626592000326,62.67824172973633,56.310797373453774,45.449423472086586,75.3655891418457,54.075605392456055
speaker00044_F_s1_stn00143,146,35.564104080200195,62.70289611816406,56.32004165649414,45.45505015055338,75.37657928466797,54.07451057434082
speaker00044_F_s1_stn00143,147,35.69768269856771,62.7706667582194,56.34227752685547,45.5436159769694,75.46004104614258,53.561941146850586
speaker00044_F_s1_stn00143,148,35.70046615600586,62.78882598876953,56.339324951171875,45.54843521118164,75.46290969848633,53.55819892883301
speaker00044_F_s1_stn00143,149,35.69894599914551,62.78463363647461,56.329437255859375,45.55938212076823,75.44867324829102,53.55826759338379
speaker00044_F_s1_stn00143,150,35.692498524983726,62.7782351175944,56.32685852050781,45.56120045979818,75.44544219970703,53.56648635864258
speaker00044_F_s1_stn00143,151,35.332546869913735,62.55145263671875,55.862080891927086,45.96574147542318,74.97364044189453,53.546682357788086
speaker00044_F_s1_stn00143,152,35.328683853149414,62.541500091552734,55.86607360839844,45.9662233988444,74.98323059082031,53.55290412902832
speaker00044_F_s1_stn00143,153,36.07459513346354,62.74257024129232,56.42642593383789,45.623443603515625,75.31449508666992,52.95800590515137
speaker00044_F_s1_stn00143,154,36.073887507120766,62.715582529703774,56.43296813964844,45.61677551269531,75.31000900268555,52.97557067871094
speaker00044_F_s1_stn00143,155,35.897412618001304,62.641953786214195,56.24896113077799,45.22529093424479,75.16507720947266,52.89620399475098
speaker00044_F_s1_stn00143,156,35.895896911621094,62.64380137125651,56.25037129720052,45.22771453857422,75.17050552368164,52.89850616455078
speaker00044_F_s1_stn00143,157,35.89504051208496,62.64690907796224,56.24868392944336,45.22782516479492,75.16963577270508,52.89321708679199
speaker00044_F_s1_stn00143,158,35.89504051208496,62.64690907796224,56.24868392944336,45.22782516479492,75.16963577270508,52.89321708679199
speaker00044_F_s1_stn00143,159,35.89765548706055,62.64995320638021,56.248861948649086,45.22810363769531,75.16898345947266,52.892173767089844
speaker00044_F_s1_stn00143,160,35.88973871866862,62.64243698120117,56.24750773111979,45.23226801554362,75.16963195800781,52.90353584289551
speaker00044_F_s1_stn00143,161,35.65115229288737,61.844730377197266,56.271461486816406,44.600799560546875,74.91278457641602,53.53225898742676
speaker00044_F_s1_stn00143,162,35.64926020304362,61.84974670410156,56.27169291178385,44.6026357014974,74.91404724121094,53.54069519042969
speaker00044_F_s1_stn00143,163,35.652234395345054,61.852952321370445,56.27187856038412,44.59884262084961,74.91422653198242,53.536865234375
speaker00044_F_s1_stn00143,164,35.66391054789225,61.815025329589844,56.30220286051432,44.59160486857096,74.9404182434082,53.54655075073242
speaker00044_F_s1_stn00143,165,35.6765988667806,61.774820963541664,56.323235829671226,44.596570332845054,74.95513534545898,53.53524208068848
speaker00044_F_s1_stn00143,166,35.675890604654946,61.77513122558594,56.32404708862305,44.59628931681315,74.95206832885742,53.54328536987305
speaker00044_F_s1_stn00143,167,35.43381690979004,61.35873031616211,56.21802775065104,44.729244232177734,74.63668060302734,54.011844635009766
speaker00044_F_s1_stn00143,168,35.45815467834473,61.348523457845054,56.28178024291992,44.73500061035156,74.6841049194336,54.0738525390625
speaker00044_F_s1_stn00143,169,35.42630132039388,61.120765686035156,56.34300740559896,44.98981602986654,74.67541885375977,54.31605911254883
speaker00044_F_s1_stn00143,170,35.420674641927086,61.137566884358726,56.331930796305336,44.99062474568685,74.6706314086914,54.309627532958984
speaker00044_F_s1_stn00143,171,35.41844240824381,61.10350672403971,56.33893330891927,44.984930674235024,74.6729507446289,54.32733154296875
speaker00044_F_s1_stn00143,172,35.45530637105306,61.11893081665039,56.36793772379557,44.96458307902018,74.69604110717773,54.32063102722168
speaker00044_F_s1_stn00143,173,35.55174446105957,60.915283203125,56.657318115234375,44.875569661458336,75.10049438476562,54.19601249694824
speaker00044_F_s1_stn00143,174,35.54881922403971,60.91812642415365,56.65480168660482,44.87492243448893,75.1019172668457,54.20050621032715
speaker00044_F_s1_stn00143,175,35.53504180908203,60.91370519002279,56.648905436197914,44.88660685221354,75.10100555419922,54.1953125
speaker00044_F_s1_stn00143,176,35.566484451293945,60.93755849202474,56.66753387451172,44.861105600992836,75.12150955200195,54.16883659362793
speaker00044_F_s1_stn00143,177,36.11226018269857,61.97285461425781,56.65086873372396,44.255288441975914,74.77322387695312,54.220319747924805
speaker00044_F_s1_stn00143,178,36.12414296468099,61.970818837483726,56.664955139160156,44.255035400390625,74.7850112915039,54.222652435302734
speaker00044_F_s1_stn00143,179,36.13721529642741,61.952813466389976,56.67949295043945,44.25327682495117,74.78594970703125,54.23263931274414
speaker00044_F_s1_stn00143,180,36.13592783610026,61.9899533589681,56.69928105672201,44.25282669067383,74.82472610473633,54.273921966552734
speaker00044_F_s1_stn00143,181,36.06353632609049,61.86096064249674,56.62308120727539,44.240744272867836,74.83605575561523,54.0646915435791
speaker00044_F_s1_stn00143,182,36.068047205607094,61.85708236694336,56.62890879313151,44.244574228922524,74.8416976928711,54.07126808166504
speaker00044_F_s1_stn00143,183,36.07595570882162,61.8667844136556,56.62524286905924,44.2409553527832,74.8322982788086,54.05792999267578
speaker00044_F_s1_stn00143,184,36.06774584452311,61.87473932902018,56.60872014363607,44.234762827555336,74.81618881225586,54.03676795959473
speaker00044_F_s1_stn00143,185,35.76455561319987,61.285011291503906,56.13565317789713,44.678470611572266,74.4114761352539,52.614253997802734
speaker00044_F_s1_stn00143,186,35.76455561319987,61.285011291503906,56.13565317789713,44.678470611572266,74.4114761352539,52.614253997802734
speaker00044_F_s1_stn00143,187,35.76587994893392,61.28415044148763,56.13908004760742,44.676745096842446,74.41412353515625,52.61565971374512
speaker00044_F_s1_stn00143,188,35.76455561319987,61.285011291503906,56.13565317789713,44.678470611572266,74.4114761352539,52.614253997802734
speaker00044_F_s1_stn00143,189,35.76371637980143,61.27977625528971,56.13713709513346,44.67735290527344,74.41219711303711,52.61662483215332
speaker00044_F_s1_stn00143,190,35.7770029703776,61.29812749226888,56.14277903238932,44.68517939249674,74.41924667358398,52.61614799499512
speaker00044_F_s1_stn00143,191,35.5811882019043,60.8178596496582,56.24872843424479,45.02873992919922,74.67742156982422,52.69931411743164
speaker00044_F_s1_stn00143,192,35.59319305419922,60.82081095377604,56.25589116414388,45.032843271891274,74.6849594116211,52.687110900878906
speaker00044_F_s1_stn00143,193,35.62341181437174,60.8168576558431,56.28401184082031,45.0053825378418,74.70939636230469,52.65501403808594
speaker00044_F_s1_stn00143,194,35.627821604410805,60.8141975402832,56.284783681233726,45.00392405192057,74.70719146728516,52.656227111816406
speaker00044_F_s1_stn00143,195,35.69012769063314,61.280783335367836,56.294488271077476,44.960564931233726,74.87470626831055,52.604604721069336
speaker00044_F_s1_stn00143,196,35.69921366373698,61.2195790608724,56.31634267171224,44.92145792643229,74.86696243286133,52.609989166259766
speaker00044_F_s1_stn00143,197,36.30447260538737,61.02425003051758,56.98732884724935,44.491095225016274,75.51019668579102,51.83758354187012
speaker00044_F_s1_stn00143,198,36.2742919921875,61.0241953531901,56.975128173828125,44.4912363688151,75.51061248779297,51.867881774902344
speaker00044_F_s1_stn00143,199,36.10370890299479,60.4147834777832,57.112046559651695,44.56066385904948,75.59919357299805,52.54116249084473
speaker00044_F_s1_stn00143,200,36.09662183125814,60.42290115356445,57.096272786458336,44.56152470906576,75.5877914428711,52.526594161987305
speaker00044_F_s1_stn00143,201,36.074475606282554,60.37994257609049,57.07112503051758,44.565110524495445,75.55212020874023,52.516775131225586
speaker00044_F_s1_stn00143,202,36.04500389099121,60.375457763671875,57.082454681396484,44.57882181803385,75.57944869995117,52.55161094665527
speaker00044_F_s1_stn00143,203,35.808528900146484,60.69186782836914,56.545440673828125,44.819541931152344,75.12812042236328,52.69917297363281
speaker00044_F_s1_stn00143,204,35.846065521240234,60.688794453938804,56.59403991699219,44.80477778116862,75.17190933227539,52.75234413146973
speaker00043_M_s1_stn00090,0,30.642642339070637,62.754798889160156,47.17420959472656,48.958658854166664,62.67158126831055,54.94506072998047
speaker00043_M_s1_stn00090,1,30.641061147054035,62.76530329386393,47.17027791341146,48.95934041341146,62.671424865722656,54.94643783569336
speaker00043_M_s1_stn00090,2,30.30493927001953,62.83009465535482,46.78152338663737,48.778428395589195,62.242841720581055,55.30793762207031
speaker00043_M_s1_stn00090,3,30.0242862701416,62.21658579508463,46.818522135416664,48.720130920410156,62.27737236022949,55.92256164550781
speaker00043_M_s1_stn00090,4,30.037538528442383,62.17598342895508,46.84036127726237,48.720664978027344,62.299020767211914,55.92098426818848
speaker00043_M_s1_stn00090,5,29.710795720418293,62.09968185424805,46.669244130452476,49.01972452799479,61.97035598754883,56.82693290710449
